order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-05020,2023-12-08,2023,Q4,12,December,Latin America,Argentina,Furniture,Lighting,Corporate,20,186.72,3734.4,2004.57,1729.83,46.32
ORD-05021,2022-05-27,2022,Q2,5,May,North America,Mexico,Office Supplies,Paper,Home Office,15,29.61,444.15,270.59,173.56,39.08
ORD-05022,2023-01-18,2023,Q1,1,January,North America,Mexico,Office Supplies,Binders,Corporate,17,9.84,167.28,97.64,69.64,41.63
ORD-05023,2023-02-11,2023,Q1,2,February,North America,Mexico,Electronics,Audio,Small Business,12,334.02,4008.24,2511.38,1496.86,37.34
ORD-05024,2024-12-06,2024,Q4,12,December,Asia Pacific,India,Electronics,Accessories,Home Office,11,70.84,779.24,387.45,391.79,50.28
ORD-05025,2023-10-17,2023,Q4,10,October,Latin America,Chile,Electronics,Smartphones,Corporate,15,479.52,7192.8,4389.67,2803.13,38.97
ORD-05026,2024-11-05,2024,Q4,11,November,Latin America,Colombia,Clothing,Shoes,Consumer,19,188.04,3572.76,1641.9,1930.86,54.04
ORD-05027,2022-09-28,2022,Q3,9,September,North America,Canada,Office Supplies,Pens,Consumer,9,15.01,135.09,97.03,38.06,28.17
ORD-05028,2022-04-07,2022,Q2,4,April,Latin America,Colombia,Furniture,Lighting,Consumer,13,252.99,3288.87,2387.32,901.55,27.41
ORD-05029,2023-05-30,2023,Q2,5,May,Latin America,Chile,Furniture,Lighting,Corporate,2,70.24,140.48,89.73,50.75,36.13
ORD-05030,2023-06-08,2023,Q2,6,June,Asia Pacific,Japan,Clothing,Pants,Consumer,19,88.05,1672.95,1209.0,463.95,27.73
ORD-05031,2022-01-01,2022,Q1,1,January,North America,United States,Furniture,Chairs,Corporate,13,441.81,5743.53,2894.4,2849.13,49.61
ORD-05032,2022-05-28,2022,Q2,5,May,Latin America,Colombia,Furniture,Cabinets,Consumer,13,490.58,6377.54,3674.03,2703.51,42.39
ORD-05033,2024-09-17,2024,Q3,9,September,North America,United States,Clothing,Accessories,Corporate,12,22.81,273.72,151.23,122.49,44.75
ORD-05034,2024-01-21,2024,Q1,1,January,Europe,Germany,Furniture,Chairs,Corporate,1,555.99,555.99,262.74,293.25,52.74
ORD-05035,2024-03-02,2024,Q1,3,March,North America,Mexico,Furniture,Desks,Consumer,11,316.25,3478.75,2158.99,1319.76,37.94
ORD-05036,2022-04-06,2022,Q2,4,April,North America,Canada,Office Supplies,Paper,Small Business,13,37.01,481.13,255.16,225.97,46.97
ORD-05037,2022-03-19,2022,Q1,3,March,Latin America,Brazil,Office Supplies,Pens,Corporate,4,14.95,59.8,29.43,30.37,50.79
ORD-05038,2022-09-25,2022,Q3,9,September,Asia Pacific,India,Office Supplies,Notebooks,Small Business,4,6.33,25.32,11.76,13.56,53.55
ORD-05039,2024-03-16,2024,Q1,3,March,North America,Canada,Clothing,Pants,Small Business,15,93.4,1401.0,1002.64,398.36,28.43
ORD-05040,2022-12-03,2022,Q4,12,December,North America,Canada,Electronics,Audio,Consumer,2,76.98,153.96,76.72,77.24,50.17
ORD-05041,2022-02-22,2022,Q1,2,February,Asia Pacific,India,Electronics,Laptops,Consumer,15,903.62,13554.3,7501.68,6052.62,44.65
ORD-05042,2024-03-11,2024,Q1,3,March,Asia Pacific,India,Clothing,Shoes,Home Office,15,239.09,3586.35,2097.87,1488.48,41.5
ORD-05043,2022-02-13,2022,Q1,2,February,Europe,France,Clothing,Jackets,Home Office,19,315.12,5987.28,4349.19,1638.09,27.36
ORD-05044,2024-09-28,2024,Q3,9,September,North America,United States,Furniture,Cabinets,Home Office,18,701.36,12624.48,7204.34,5420.14,42.93
ORD-05045,2022-11-29,2022,Q4,11,November,Europe,Germany,Electronics,Tablets,Home Office,7,416.16,2913.12,2077.33,835.79,28.69
ORD-05046,2022-02-20,2022,Q1,2,February,Asia Pacific,South Korea,Furniture,Chairs,Small Business,2,101.5,203.0,100.72,102.28,50.38
ORD-05047,2024-08-17,2024,Q3,8,August,Asia Pacific,China,Office Supplies,Binders,Home Office,7,21.25,148.75,101.56,47.19,31.72
ORD-05048,2024-06-08,2024,Q2,6,June,Asia Pacific,Japan,Clothing,Pants,Corporate,11,39.68,436.48,258.1,178.38,40.87
ORD-05049,2022-10-16,2022,Q4,10,October,Europe,Germany,Furniture,Shelving,Corporate,3,231.9,695.7,512.97,182.73,26.27
ORD-05050,2024-03-06,2024,Q1,3,March,Europe,France,Electronics,Audio,Consumer,9,299.03,2691.27,1996.95,694.32,25.8
ORD-05051,2022-01-27,2022,Q1,1,January,Latin America,Brazil,Electronics,Smartphones,Home Office,17,416.56,7081.52,3833.68,3247.84,45.86
ORD-05052,2023-04-20,2023,Q2,4,April,North America,Canada,Office Supplies,Binders,Small Business,5,6.86,34.3,16.81,17.49,50.99
ORD-05053,2022-08-08,2022,Q3,8,August,Latin America,Brazil,Electronics,Audio,Consumer,15,499.66,7494.9,5397.0,2097.9,27.99
ORD-05054,2023-04-23,2023,Q2,4,April,Asia Pacific,Australia,Electronics,Tablets,Corporate,14,590.4,8265.6,5773.0,2492.6,30.16
ORD-05055,2024-07-13,2024,Q3,7,July,North America,United States,Electronics,Accessories,Consumer,13,47.39,616.07,374.44,241.63,39.22
ORD-05056,2024-06-06,2024,Q2,6,June,Asia Pacific,India,Office Supplies,Paper,Home Office,16,44.89,718.24,398.61,319.63,44.5
ORD-05057,2023-09-29,2023,Q3,9,September,Latin America,Colombia,Furniture,Cabinets,Home Office,6,439.95,2639.7,1439.3,1200.4,45.47
ORD-05058,2024-06-28,2024,Q2,6,June,Latin America,Chile,Clothing,Pants,Home Office,3,76.56,229.68,165.4,64.28,27.99
ORD-05059,2022-03-11,2022,Q1,3,March,Europe,France,Furniture,Cabinets,Consumer,4,385.53,1542.12,1029.13,512.99,33.27
ORD-05060,2023-12-24,2023,Q4,12,December,North America,Mexico,Clothing,Shirts,Home Office,4,82.1,328.4,240.98,87.42,26.62
ORD-05061,2023-04-01,2023,Q2,4,April,Europe,France,Electronics,Tablets,Small Business,16,390.57,6249.12,4157.66,2091.46,33.47
ORD-05062,2024-05-07,2024,Q2,5,May,North America,Mexico,Electronics,Tablets,Home Office,8,438.06,3504.48,2394.73,1109.75,31.67
ORD-05063,2023-08-20,2023,Q3,8,August,North America,Canada,Furniture,Lighting,Consumer,14,80.0,1120.0,751.0,369.0,32.95
ORD-05064,2024-11-08,2024,Q4,11,November,North America,Canada,Clothing,Jackets,Consumer,7,69.08,483.56,352.53,131.03,27.1
ORD-05065,2024-12-31,2024,Q4,12,December,North America,Canada,Electronics,Audio,Corporate,9,468.98,4220.82,2246.46,1974.36,46.78
ORD-05066,2023-02-24,2023,Q1,2,February,Latin America,Argentina,Office Supplies,Binders,Consumer,17,14.98,254.66,161.62,93.04,36.53
ORD-05067,2023-05-25,2023,Q2,5,May,Asia Pacific,India,Furniture,Shelving,Home Office,4,305.23,1220.92,719.28,501.64,41.09
ORD-05068,2022-10-23,2022,Q4,10,October,North America,Mexico,Clothing,Shoes,Corporate,1,204.31,204.31,109.47,94.84,46.42
ORD-05069,2023-09-10,2023,Q3,9,September,Europe,Italy,Furniture,Desks,Small Business,17,398.07,6767.19,3658.01,3109.18,45.94
ORD-05070,2024-09-16,2024,Q3,9,September,North America,Mexico,Furniture,Lighting,Home Office,4,143.57,574.28,287.51,286.77,49.94
ORD-05071,2022-03-24,2022,Q1,3,March,Asia Pacific,China,Office Supplies,Organizers,Corporate,13,16.99,220.87,130.98,89.89,40.7
ORD-05072,2023-02-26,2023,Q1,2,February,Europe,Germany,Furniture,Shelving,Consumer,5,294.53,1472.65,1082.84,389.81,26.47
ORD-05073,2024-08-10,2024,Q3,8,August,Latin America,Chile,Furniture,Shelving,Consumer,9,335.19,3016.71,1921.23,1095.48,36.31
ORD-05074,2023-06-01,2023,Q2,6,June,Asia Pacific,India,Clothing,Shoes,Corporate,5,125.84,629.2,442.61,186.59,29.66
ORD-05075,2024-04-01,2024,Q2,4,April,Asia Pacific,Japan,Clothing,Accessories,Corporate,3,43.37,130.11,61.37,68.74,52.83
ORD-05076,2022-08-02,2022,Q3,8,August,Europe,United Kingdom,Furniture,Lighting,Home Office,11,100.35,1103.85,647.17,456.68,41.37
ORD-05077,2023-11-01,2023,Q4,11,November,North America,Mexico,Electronics,Tablets,Small Business,9,709.77,6387.93,4233.71,2154.22,33.72
ORD-05078,2022-03-31,2022,Q1,3,March,Latin America,Chile,Clothing,Shoes,Small Business,17,124.53,2117.01,1096.09,1020.92,48.22
ORD-05079,2023-05-27,2023,Q2,5,May,North America,United States,Clothing,Jackets,Consumer,16,242.16,3874.56,2016.56,1858.0,47.95
ORD-05080,2023-12-19,2023,Q4,12,December,Asia Pacific,South Korea,Furniture,Desks,Home Office,12,283.14,3397.68,2371.01,1026.67,30.22
ORD-05081,2022-09-01,2022,Q3,9,September,Latin America,Brazil,Furniture,Shelving,Corporate,10,114.52,1145.2,660.98,484.22,42.28
ORD-05082,2023-12-24,2023,Q4,12,December,Asia Pacific,India,Electronics,Tablets,Consumer,4,686.84,2747.36,1713.28,1034.08,37.64
ORD-05083,2022-08-12,2022,Q3,8,August,North America,Mexico,Electronics,Tablets,Small Business,8,640.9,5127.2,3323.13,1804.07,35.19
ORD-05084,2022-06-12,2022,Q2,6,June,Europe,Italy,Furniture,Shelving,Home Office,10,259.22,2592.2,1862.62,729.58,28.15
ORD-05085,2022-01-17,2022,Q1,1,January,North America,United States,Clothing,Jackets,Consumer,5,361.46,1807.3,1344.44,462.86,25.61
ORD-05086,2022-08-04,2022,Q3,8,August,Asia Pacific,India,Office Supplies,Pens,Consumer,19,7.4,140.6,82.29,58.31,41.47
ORD-05087,2023-07-10,2023,Q3,7,July,Latin America,Colombia,Electronics,Audio,Consumer,7,62.96,440.72,304.38,136.34,30.94
ORD-05088,2022-11-24,2022,Q4,11,November,Europe,Italy,Electronics,Accessories,Home Office,4,52.35,209.4,142.21,67.19,32.09
ORD-05089,2023-10-30,2023,Q4,10,October,Asia Pacific,Japan,Furniture,Lighting,Corporate,15,143.61,2154.15,1177.43,976.72,45.34
ORD-05090,2024-05-01,2024,Q2,5,May,Asia Pacific,South Korea,Clothing,Pants,Consumer,6,58.56,351.36,250.72,100.64,28.64
ORD-05091,2023-10-18,2023,Q4,10,October,Latin America,Argentina,Clothing,Shirts,Consumer,18,20.81,374.58,233.69,140.89,37.61
ORD-05092,2022-02-22,2022,Q1,2,February,North America,Mexico,Electronics,Laptops,Corporate,1,800.79,800.79,583.23,217.56,27.17
ORD-05093,2024-07-23,2024,Q3,7,July,Europe,Italy,Clothing,Accessories,Small Business,6,65.02,390.12,252.29,137.83,35.33
ORD-05094,2022-11-13,2022,Q4,11,November,North America,United States,Electronics,Accessories,Consumer,2,78.95,157.9,96.75,61.15,38.73
ORD-05095,2024-05-18,2024,Q2,5,May,Europe,France,Furniture,Lighting,Small Business,13,285.09,3706.17,2103.16,1603.01,43.25
ORD-05096,2022-08-20,2022,Q3,8,August,Asia Pacific,China,Electronics,Tablets,Consumer,19,895.28,17010.32,7958.32,9052.0,53.21
ORD-05097,2022-01-06,2022,Q1,1,January,Europe,Spain,Furniture,Lighting,Corporate,20,113.23,2264.6,1577.18,687.42,30.36
ORD-05098,2022-11-13,2022,Q4,11,November,Latin America,Argentina,Office Supplies,Organizers,Corporate,10,39.19,391.9,259.06,132.84,33.9
ORD-05099,2024-03-10,2024,Q1,3,March,Europe,Italy,Clothing,Shoes,Home Office,12,202.25,2427.0,1130.75,1296.25,53.41
ORD-05100,2022-10-16,2022,Q4,10,October,Europe,France,Office Supplies,Notebooks,Home Office,15,34.58,518.7,256.52,262.18,50.55
ORD-05101,2024-11-21,2024,Q4,11,November,Europe,United Kingdom,Clothing,Pants,Consumer,14,39.8,557.2,351.01,206.19,37.0
ORD-05102,2023-12-19,2023,Q4,12,December,Asia Pacific,South Korea,Clothing,Shoes,Corporate,1,224.55,224.55,111.12,113.43,50.51
ORD-05103,2024-04-18,2024,Q2,4,April,North America,Canada,Electronics,Audio,Home Office,3,242.87,728.61,451.66,276.95,38.01
ORD-05104,2022-11-18,2022,Q4,11,November,North America,United States,Clothing,Accessories,Consumer,9,32.98,296.82,157.01,139.81,47.1
ORD-05105,2022-06-15,2022,Q2,6,June,North America,Mexico,Electronics,Accessories,Corporate,17,29.57,502.69,344.32,158.37,31.5
ORD-05106,2023-09-09,2023,Q3,9,September,Latin America,Colombia,Office Supplies,Paper,Consumer,19,44.09,837.71,482.74,354.97,42.37
ORD-05107,2024-11-24,2024,Q4,11,November,Latin America,Colombia,Electronics,Accessories,Corporate,1,67.98,67.98,41.96,26.02,38.28
ORD-05108,2022-02-16,2022,Q1,2,February,Asia Pacific,India,Electronics,Laptops,Small Business,10,2268.91,22689.1,16774.66,5914.44,26.07
ORD-05109,2023-10-22,2023,Q4,10,October,Latin America,Colombia,Furniture,Lighting,Corporate,11,122.84,1351.24,940.17,411.07,30.42
ORD-05110,2024-02-05,2024,Q1,2,February,Latin America,Brazil,Office Supplies,Binders,Consumer,1,7.08,7.08,4.66,2.42,34.18
ORD-05111,2022-08-16,2022,Q3,8,August,Europe,France,Clothing,Pants,Home Office,6,65.21,391.26,251.84,139.42,35.63
ORD-05112,2023-08-08,2023,Q3,8,August,Latin America,Brazil,Electronics,Smartphones,Home Office,4,857.72,3430.88,1584.85,1846.03,53.81
ORD-05113,2024-07-07,2024,Q3,7,July,Europe,United Kingdom,Office Supplies,Binders,Consumer,20,23.78,475.6,329.42,146.18,30.74
ORD-05114,2024-08-26,2024,Q3,8,August,Latin America,Argentina,Office Supplies,Organizers,Small Business,16,24.44,391.04,221.29,169.75,43.41
ORD-05115,2022-04-22,2022,Q2,4,April,Europe,United Kingdom,Clothing,Pants,Consumer,20,41.34,826.8,566.62,260.18,31.47
ORD-05116,2022-04-27,2022,Q2,4,April,North America,Mexico,Clothing,Pants,Home Office,15,66.89,1003.35,683.38,319.97,31.89
ORD-05117,2022-06-14,2022,Q2,6,June,North America,Canada,Furniture,Chairs,Corporate,6,236.33,1417.98,772.53,645.45,45.52
ORD-05118,2024-09-03,2024,Q3,9,September,Asia Pacific,India,Furniture,Desks,Small Business,18,963.36,17340.48,11709.54,5630.94,32.47
ORD-05119,2024-10-23,2024,Q4,10,October,Latin America,Chile,Office Supplies,Binders,Home Office,12,11.94,143.28,78.74,64.54,45.04
ORD-05120,2024-04-27,2024,Q2,4,April,Asia Pacific,India,Office Supplies,Paper,Small Business,13,17.03,221.39,163.9,57.49,25.97
ORD-05121,2024-09-03,2024,Q3,9,September,Europe,Spain,Office Supplies,Organizers,Small Business,4,21.21,84.84,39.48,45.36,53.47
ORD-05122,2022-12-26,2022,Q4,12,December,Asia Pacific,China,Office Supplies,Binders,Home Office,11,21.97,241.67,126.06,115.61,47.84
ORD-05123,2024-06-29,2024,Q2,6,June,Asia Pacific,Australia,Office Supplies,Organizers,Home Office,10,32.76,327.6,175.59,152.01,46.4
ORD-05124,2022-08-31,2022,Q3,8,August,Asia Pacific,China,Electronics,Tablets,Small Business,7,759.09,5313.63,3160.09,2153.54,40.53
ORD-05125,2024-05-25,2024,Q2,5,May,Asia Pacific,Japan,Electronics,Audio,Consumer,19,227.26,4317.94,2099.33,2218.61,51.38
ORD-05126,2024-12-31,2024,Q4,12,December,Latin America,Colombia,Office Supplies,Notebooks,Home Office,6,11.24,67.44,40.96,26.48,39.26
ORD-05127,2022-07-31,2022,Q3,7,July,Europe,France,Furniture,Shelving,Consumer,20,293.67,5873.4,3454.03,2419.37,41.19
ORD-05128,2024-08-04,2024,Q3,8,August,North America,United States,Electronics,Laptops,Small Business,15,1985.13,29776.95,17515.85,12261.1,41.18
ORD-05129,2023-02-01,2023,Q1,2,February,Latin America,Brazil,Office Supplies,Organizers,Consumer,19,35.99,683.81,431.54,252.27,36.89
ORD-05130,2024-06-17,2024,Q2,6,June,North America,Canada,Furniture,Cabinets,Home Office,16,377.03,6032.48,3808.53,2223.95,36.87
ORD-05131,2023-09-19,2023,Q3,9,September,Latin America,Chile,Furniture,Lighting,Small Business,3,135.56,406.68,272.96,133.72,32.88
ORD-05132,2024-12-14,2024,Q4,12,December,Latin America,Chile,Clothing,Shoes,Home Office,17,218.47,3713.99,2272.59,1441.4,38.81
ORD-05133,2023-01-23,2023,Q1,1,January,North America,Mexico,Clothing,Shoes,Corporate,3,276.3,828.9,484.17,344.73,41.59
ORD-05134,2022-03-16,2022,Q1,3,March,North America,Canada,Furniture,Chairs,Corporate,14,113.89,1594.46,869.88,724.58,45.44
ORD-05135,2024-09-30,2024,Q3,9,September,Asia Pacific,Japan,Furniture,Lighting,Home Office,11,197.72,2174.92,1329.58,845.34,38.87
ORD-05136,2024-06-23,2024,Q2,6,June,Latin America,Colombia,Office Supplies,Organizers,Consumer,6,30.79,184.74,88.15,96.59,52.28
ORD-05137,2022-03-13,2022,Q1,3,March,Latin America,Argentina,Clothing,Pants,Consumer,17,113.39,1927.63,1007.25,920.38,47.75
ORD-05138,2023-09-21,2023,Q3,9,September,North America,United States,Furniture,Shelving,Home Office,19,309.38,5878.22,3001.1,2877.12,48.95
ORD-05139,2024-01-28,2024,Q1,1,January,North America,Mexico,Furniture,Shelving,Home Office,11,347.74,3825.14,1810.32,2014.82,52.67
ORD-05140,2022-07-28,2022,Q3,7,July,Latin America,Argentina,Clothing,Shoes,Corporate,11,75.67,832.37,570.17,262.2,31.5
ORD-05141,2022-09-15,2022,Q3,9,September,Latin America,Argentina,Furniture,Cabinets,Consumer,5,343.87,1719.35,1013.39,705.96,41.06
ORD-05142,2022-03-10,2022,Q1,3,March,Europe,Italy,Electronics,Laptops,Small Business,1,2128.0,2128.0,1502.26,625.74,29.41
ORD-05143,2024-03-05,2024,Q1,3,March,Europe,United Kingdom,Office Supplies,Pens,Corporate,9,21.99,197.91,89.18,108.73,54.94
ORD-05144,2024-02-08,2024,Q1,2,February,Europe,France,Office Supplies,Binders,Home Office,3,19.21,57.63,36.97,20.66,35.85
ORD-05145,2024-10-11,2024,Q4,10,October,North America,United States,Office Supplies,Pens,Consumer,12,23.03,276.36,196.98,79.38,28.72
ORD-05146,2023-07-05,2023,Q3,7,July,Europe,United Kingdom,Electronics,Accessories,Corporate,7,56.8,397.6,289.01,108.59,27.31
ORD-05147,2024-01-20,2024,Q1,1,January,North America,Canada,Office Supplies,Organizers,Home Office,6,29.42,176.52,112.98,63.54,36.0
ORD-05148,2022-10-18,2022,Q4,10,October,Europe,United Kingdom,Office Supplies,Binders,Corporate,6,10.13,60.78,43.61,17.17,28.25
ORD-05149,2024-01-08,2024,Q1,1,January,Europe,Germany,Clothing,Shirts,Consumer,8,81.28,650.24,293.44,356.8,54.87
ORD-05150,2024-01-19,2024,Q1,1,January,Europe,Spain,Office Supplies,Pens,Corporate,9,6.29,56.61,33.83,22.78,40.24
ORD-05151,2024-02-06,2024,Q1,2,February,Latin America,Argentina,Furniture,Shelving,Home Office,12,208.59,2503.08,1508.7,994.38,39.73
ORD-05152,2022-05-10,2022,Q2,5,May,Europe,Italy,Office Supplies,Pens,Small Business,10,18.25,182.5,103.45,79.05,43.32
ORD-05153,2022-03-28,2022,Q1,3,March,North America,Canada,Office Supplies,Binders,Corporate,7,23.15,162.05,73.08,88.97,54.9
ORD-05154,2022-09-15,2022,Q3,9,September,Latin America,Chile,Electronics,Audio,Home Office,1,186.79,186.79,109.61,77.18,41.32
ORD-05155,2024-01-29,2024,Q1,1,January,North America,United States,Clothing,Shoes,Consumer,11,153.09,1683.99,1181.54,502.45,29.84
ORD-05156,2023-12-12,2023,Q4,12,December,Asia Pacific,South Korea,Electronics,Accessories,Home Office,18,75.33,1355.94,963.06,392.88,28.97
ORD-05157,2024-10-14,2024,Q4,10,October,Europe,France,Furniture,Desks,Home Office,6,194.24,1165.44,608.44,557.0,47.79
ORD-05158,2022-05-06,2022,Q2,5,May,Latin America,Argentina,Electronics,Audio,Consumer,2,421.98,843.96,595.64,248.32,29.42
ORD-05159,2024-08-19,2024,Q3,8,August,North America,Mexico,Furniture,Cabinets,Corporate,11,614.21,6756.31,4584.37,2171.94,32.15
ORD-05160,2022-07-06,2022,Q3,7,July,Asia Pacific,Australia,Electronics,Smartphones,Small Business,4,506.86,2027.44,1000.19,1027.25,50.67
ORD-05161,2022-11-20,2022,Q4,11,November,Latin America,Brazil,Office Supplies,Paper,Corporate,10,46.85,468.5,252.7,215.8,46.06
ORD-05162,2022-10-26,2022,Q4,10,October,Asia Pacific,South Korea,Furniture,Desks,Home Office,8,173.48,1387.84,720.89,666.95,48.06
ORD-05163,2022-09-27,2022,Q3,9,September,North America,United States,Electronics,Laptops,Corporate,5,1560.9,7804.5,5708.79,2095.71,26.85
ORD-05164,2022-12-17,2022,Q4,12,December,Europe,United Kingdom,Furniture,Shelving,Consumer,19,347.58,6604.02,4095.5,2508.52,37.98
ORD-05165,2023-04-23,2023,Q2,4,April,Asia Pacific,Australia,Furniture,Lighting,Home Office,13,61.48,799.24,585.28,213.96,26.77
ORD-05166,2024-04-21,2024,Q2,4,April,Europe,Italy,Office Supplies,Organizers,Home Office,14,46.76,654.64,451.67,202.97,31.0
ORD-05167,2023-08-09,2023,Q3,8,August,North America,Mexico,Clothing,Jackets,Home Office,7,187.83,1314.81,948.68,366.13,27.85
ORD-05168,2022-01-08,2022,Q1,1,January,Europe,Germany,Clothing,Shirts,Consumer,13,44.6,579.8,422.66,157.14,27.1
ORD-05169,2024-02-11,2024,Q1,2,February,North America,United States,Clothing,Pants,Consumer,11,80.77,888.47,623.58,264.89,29.81
ORD-05170,2022-12-02,2022,Q4,12,December,Latin America,Brazil,Clothing,Pants,Small Business,6,100.52,603.12,324.14,278.98,46.26
ORD-05171,2024-08-21,2024,Q3,8,August,Latin America,Chile,Furniture,Lighting,Corporate,10,82.45,824.5,495.31,329.19,39.93
ORD-05172,2022-05-12,2022,Q2,5,May,Asia Pacific,India,Furniture,Lighting,Corporate,6,80.24,481.44,239.85,241.59,50.18
ORD-05173,2024-12-21,2024,Q4,12,December,Europe,France,Electronics,Smartphones,Home Office,6,977.5,5865.0,3021.89,2843.11,48.48
ORD-05174,2022-02-27,2022,Q1,2,February,Latin America,Argentina,Clothing,Shirts,Home Office,2,107.74,215.48,141.4,74.08,34.38
ORD-05175,2023-07-24,2023,Q3,7,July,Asia Pacific,Japan,Furniture,Shelving,Home Office,6,139.37,836.22,623.99,212.23,25.38
ORD-05176,2023-05-31,2023,Q2,5,May,Asia Pacific,India,Clothing,Shirts,Corporate,19,90.62,1721.78,1242.29,479.49,27.85
ORD-05177,2023-12-15,2023,Q4,12,December,North America,Canada,Clothing,Pants,Corporate,7,107.13,749.91,440.74,309.17,41.23
ORD-05178,2022-08-20,2022,Q3,8,August,Asia Pacific,Australia,Office Supplies,Organizers,Corporate,7,45.78,320.46,187.16,133.3,41.6
ORD-05179,2024-01-18,2024,Q1,1,January,North America,Mexico,Electronics,Tablets,Corporate,2,647.58,1295.16,872.13,423.03,32.66
ORD-05180,2023-11-28,2023,Q4,11,November,Latin America,Colombia,Office Supplies,Paper,Corporate,12,41.39,496.68,294.58,202.1,40.69
ORD-05181,2023-04-06,2023,Q2,4,April,Europe,France,Electronics,Laptops,Small Business,1,1751.25,1751.25,1247.23,504.02,28.78
ORD-05182,2022-05-24,2022,Q2,5,May,Latin America,Colombia,Office Supplies,Binders,Small Business,10,14.33,143.3,91.57,51.73,36.1
ORD-05183,2023-12-18,2023,Q4,12,December,Europe,Italy,Electronics,Tablets,Corporate,12,872.48,10469.76,5907.53,4562.23,43.58
ORD-05184,2024-01-14,2024,Q1,1,January,North America,Mexico,Clothing,Accessories,Corporate,5,42.07,210.35,153.9,56.45,26.84
ORD-05185,2022-01-02,2022,Q1,1,January,Europe,United Kingdom,Furniture,Shelving,Home Office,4,334.71,1338.84,902.11,436.73,32.62
ORD-05186,2022-05-08,2022,Q2,5,May,Asia Pacific,China,Clothing,Pants,Home Office,3,47.14,141.42,91.63,49.79,35.21
ORD-05187,2024-07-01,2024,Q3,7,July,Latin America,Brazil,Office Supplies,Paper,Home Office,19,23.1,438.9,261.22,177.68,40.48
ORD-05188,2023-05-24,2023,Q2,5,May,Europe,Spain,Office Supplies,Pens,Home Office,11,23.99,263.89,196.21,67.68,25.65
ORD-05189,2022-11-16,2022,Q4,11,November,North America,Canada,Office Supplies,Notebooks,Corporate,5,39.24,196.2,125.6,70.6,35.98
ORD-05190,2023-08-28,2023,Q3,8,August,Europe,United Kingdom,Electronics,Smartphones,Small Business,3,676.18,2028.54,1454.24,574.3,28.31
ORD-05191,2023-06-30,2023,Q2,6,June,Europe,Germany,Electronics,Audio,Consumer,11,354.12,3895.32,2846.56,1048.76,26.92
ORD-05192,2024-12-28,2024,Q4,12,December,Europe,Germany,Office Supplies,Pens,Consumer,6,9.09,54.54,30.49,24.05,44.1
ORD-05193,2024-04-02,2024,Q2,4,April,Asia Pacific,South Korea,Clothing,Shoes,Small Business,18,165.89,2986.02,1733.26,1252.76,41.95
ORD-05194,2024-02-20,2024,Q1,2,February,Asia Pacific,China,Furniture,Lighting,Small Business,8,39.99,319.92,238.28,81.64,25.52
ORD-05195,2022-03-03,2022,Q1,3,March,Latin America,Brazil,Electronics,Laptops,Consumer,4,1029.85,4119.4,3088.98,1030.42,25.01
ORD-05196,2023-08-17,2023,Q3,8,August,North America,Canada,Clothing,Accessories,Home Office,5,17.33,86.65,58.2,28.45,32.83
ORD-05197,2024-09-14,2024,Q3,9,September,Asia Pacific,South Korea,Electronics,Laptops,Home Office,9,1793.09,16137.81,11263.99,4873.82,30.2
ORD-05198,2022-05-07,2022,Q2,5,May,Latin America,Argentina,Furniture,Chairs,Home Office,19,221.09,4200.71,1929.09,2271.62,54.08
ORD-05199,2023-03-02,2023,Q1,3,March,North America,Mexico,Clothing,Shoes,Consumer,9,71.4,642.6,303.32,339.28,52.8
ORD-05200,2024-07-27,2024,Q3,7,July,North America,Mexico,Office Supplies,Pens,Consumer,1,25.02,25.02,14.04,10.98,43.88
ORD-05201,2022-01-20,2022,Q1,1,January,Europe,Germany,Office Supplies,Organizers,Small Business,18,25.82,464.76,263.11,201.65,43.39
ORD-05202,2022-02-01,2022,Q1,2,February,Latin America,Chile,Office Supplies,Paper,Home Office,4,16.92,67.68,35.08,32.6,48.17
ORD-05203,2022-05-28,2022,Q2,5,May,Asia Pacific,India,Electronics,Audio,Home Office,4,169.63,678.52,332.12,346.4,51.05
ORD-05204,2024-07-26,2024,Q3,7,July,Latin America,Brazil,Furniture,Chairs,Home Office,8,477.92,3823.36,1852.26,1971.1,51.55
ORD-05205,2023-11-17,2023,Q4,11,November,North America,United States,Electronics,Accessories,Corporate,16,69.22,1107.52,583.46,524.06,47.32
ORD-05206,2024-01-28,2024,Q1,1,January,Europe,United Kingdom,Electronics,Laptops,Small Business,4,1900.17,7600.68,4382.24,3218.44,42.34
ORD-05207,2023-10-29,2023,Q4,10,October,North America,Mexico,Office Supplies,Binders,Corporate,11,11.96,131.56,64.0,67.56,51.35
ORD-05208,2022-03-15,2022,Q1,3,March,Latin America,Argentina,Clothing,Shirts,Corporate,5,20.69,103.45,51.05,52.4,50.65
ORD-05209,2022-03-07,2022,Q1,3,March,Asia Pacific,China,Furniture,Shelving,Consumer,18,245.62,4421.16,2943.45,1477.71,33.42
ORD-05210,2022-03-12,2022,Q1,3,March,Latin America,Argentina,Office Supplies,Pens,Corporate,14,5.97,83.58,54.46,29.12,34.84
ORD-05211,2023-05-02,2023,Q2,5,May,North America,Mexico,Electronics,Tablets,Consumer,1,786.8,786.8,498.32,288.48,36.66
